Media	Species	MaxOD	MaxOD_sd	Rate	Rate_sd	AUC18	AUC18_sd	Count	Growing	Finished	Replicates	MaxOD_blank	MaxOD_blank_sd
1	L. ruminis	0		0		0		0/3	0	0	3		
1	L. sakei subsp. sakei	0		0		0		0/3	0	0	3		
1	L. salivarius	0		0		0		0/3	0	0	3		
1	L. vaginalis	0		0		0		0/3	0	0	3		
1	O. splanchnicus	0		0		0		0/3	0	0	3		
1	P. capillosus	0		0		0		0/3	0	0	3		
1	P. copri	0		0		0		0/3	0	0	3		
1	P. difficile	0		0		0		0/3	0	0	3		
1	P. distasonis	0		0		0		0/3	0	0	3		
1	P. melaninogenica	0		0		0		0/5	0	0	5		
1	P. merdae	0		0		0		0/3	0	0	3		
1	R. bromii	0		0		0		0/3	0	0	3		
1	R. gnavus	0		0		0		0/4	0	0	4		
1	R. hominis	0		0		0		0/3	0	0	3		
1	R. intestinalis	0		0		0		0/3	0	0	3		
1	R. torques	0		0		0		0/3	0	0	3		
1	S. flexneri	0		0		0		0/3	0	0	3		
1	S. parasanguinis	0		0		0		0/3	0	0	3		
1	S. salivarius	0		0		0		0(1)/3	1	0	3		
1	S. sonnei	0		0		0		1/3	1	1	3		
1	S. typhimurium ATCC14028	0.166666666666667	0.0730963975400521	0.0182097288172684	0.0148172556397196	4327.65371222222	7491.07409287348	3/3	3	3	3	0.280166666666667	0.0752036125018827
1	S. typhimurium LT2	0.124166666666667	0.0154946227231686	0.018135712517749	0.0125617392644173	3681.58660377315	6372.04660733613	3/3	3	3	3	0.238666666666667	0.017156145643277
1	V. cholerae A1552	0		0		0		1(1)/5	2	1	5		
1	V. cholerae N16961	0.24		0.0412494061474039		14300.0225		1(2)/3	3	1	3	0.358	
1	V. parvula	0		0		0		0/3	0	0	3		
1	Y. pseudotuberculosis	0		0		0		0/3	0	0	3		
10	A. muciniphila	0		0		0		0/3	0	0	3		
10	A. odontolyticus	0		0		0		1(1)/6	2	1	6		
10	A. putredinis	0		0		0		0/3	0	0	3		
10	A. shahii	0		0		0		0/3	0	0	3		
10	B. adolescentis	0.957333333333333	0.320227002817272	0.275874380671489	0.182337199700724	16771.6195392361	14549.3923036413	3/3	3	3	3	1.08766666666667	0.309961825606531
10	B. animalis subsp. lactis BI-07	0.475333333333333	0.168431984294353	0.10251315090323	0.0289292147303272	4622.90774900463	7995.70928791756	3/3	3	3	3	0.612166666666667	0.198000210437599
10	B. animalis subsp. lactis BL-04	0		0		0		1/2	1	1	2		
10	B. caccae	0		0		0		1/3	1	1	3		
10	B. clarus	0		0		0		0/3	0	0	3		
10	B. coprocola	0		0		0		0/3	0	0	3		
10	B. crossotus	0		0		0		0/3	0	0	3		
10	B. dorei	0		0		0		0/3	0	0	3		
10	B. eggerthii	0		0		0		0/3	0	0	3		
10	B. fragilis	0.3535	0.31749094475276	0.0610937869451559	0.0770401621144579	3824.51963361111	5404.08672078732	2/3	2	2	3	0.481	0.336582827844797
10	B. fragilis enterotoxigenic	0		0		0		0(2)/6	2	0	6		
10	B. fragilis HM-20	0		0		0		0/3	0	0	3		
10	B. fragilis HM-709	0		0		0		1/3	1	1	3		
10	B. fragilis HM-710	0		0		0		0/3	0	0	3		
10	B. fragilis HM-711	0		0		0		0/3	0	0	3		
10	B. fragilis HM-712	0.147		0.012008558		2.01658729166667		1(1)/3	2	1	3	0.245	
10	B. fragilis HM-713	0		0		0		0(1)/3	1	0	3		
10	B. fragilis HM-714	0		0		0		0(1)/3	1	0	3		
10	B. hansenii	0.5625	0.134962031697807	0.154906552774982	0.0266530753458264	3039.66250407407	5254.72178456852	3/3	3	3	3	0.689833333333333	0.156981155981644
10	B. longum subsp. infantis	1.17266666666667	0.0966040026775979	0.252056033670665	0.0176491114056902	4450.0999362963	7689.12026884958	3/3	3	3	3	1.287	0.109160432391961
10	B. longum subsp. longum	0		0		0		0/3	0	0	3		
10	B. obeum	0.780333333333333	0.0586031853514238	0.096114801	0.00652302594920127	2.86739111111111	0.704410772988176	3/3	3	3	3	0.904666666666667	0.0628834901491109
10	B. ovatus	0		0		0		0/3	0	0	3		
10	B. stercoris	0		0		0		0/3	0	0	3		
10	B. thetaiotaomicron	0.143		0.00671132733920538		8378.239		1(1)/3	2	1	3	0.256	
10	B. uniformis	0.636		0.184311605		6.81380243055556		1(1)/3	2	1	3	0.7395	
10	B. uniformis HM-715	0		0		0		0/3	0	0	3		
10	B. uniformis HM-716	0		0		0		0/3	0	0	3		
10	B. vulgatus	0.535166666666667	0.0949451596098154	0.155657711043718	0.0313092365429648	6215.27017935185	10753.7057514264	3/3	3	3	3	0.676	0.116965806969387
10	B. vulgatus HM-720	0		0		0		0/3	0	0	3		
10	B. wadsworthia	0		0		0		0/3	0	0	3		
10	B. xylanisolvens	0		0		0		0/3	0	0	3		
10	C. aerofaciens	0.169	0.00707106781186548	0.0087749935	0.000699166679140603	2.47613246527778	0.0459991129877724	2/3	2	2	3	0.268	0.00707106781186548
10	C. bolteae	0		0		0		0/3	0	0	3		
10	C. catus	0		0		0		0/2	0	0	2		
10	C. comes	0.2401	0.0791125780138658	0.0208003765788352	0.00631028443963558	1661.33611026389	3707.65921424018	5/5	5	5	5	0.3619	0.075799406330129
10	C. leptum	0		0		0		0/3	0	0	3		
10	C. perfringens C36	0.280666666666667	0.132228337860435	0.229480004596044	0.147621556093126	4492.19887076389	7768.95206269776	3/3	3	3	3	0.385	0.13
10	C. perfringens S107	0.1385	0.0445477272147525	0.110995626	0.00456255276549084	4.35011163194445	0.106382987613577	2/3	2	2	3	0.268	0.014142135623731
10	C. ramosum	0.913666666666667	0.457312894344051	0.0730505462024647	0.050185080201841	8108.22761655093	14034.9641462167	3/3	3	3	3	1.0305	0.4607230730059
10	C. saccharolyticum	0.6957	0.0870686510748846	0.131546468697718	0.0622621739799514	1510.09262923611	3367.24263053698	5/5	5	5	5	0.8143	0.0783131534290377
10	D. formicigenerans	0.495666666666667	0.00585946527708232	0.0696331796666667	0.0184137468264277	6.14450974537037	0.461774585405209	3/3	3	3	3	0.609333333333333	0.00288675134594813
10	D. piger	0		0		0		0/3	0	0	3		
10	E. coli CFT073	0.464666666666667	0.158657912923791	0.051857556134365	0.0418775748205373	10643.2343857639	18425.2474503836	3/3	3	3	3	0.601666666666667	0.154571450576532
10	E. coli E2348/69	0.526833333333333	0.023980895173728	0.0621113990293445	0.0317570347161013	9094.050755	15739.5776363343	3/3	3	3	3	0.662166666666667	0.0460986261545107
10	E. coli ED1a	0.806166666666667	0.0746530865626688	0.211302930450778	0.121273326967077	14970.4932121528	25913.368049514	3/3	3	3	3	0.9415	0.0673739563926596
10	E. coli H10407	0.641833333333333	0.15433108349692	0.0772459349519894	0.00793723813056563	11208.7651253241	19401.2868636388	3/3	3	3	3	0.777166666666667	0.145568139829199
10	E. coli HM605	0.698	0.0658179306876173	0.130185343751364	0.0195339767968043	12921.1966499074	22365.3352218627	3/3	3	3	3	0.832833333333333	0.0579877860702867
10	E. coli IAI1	0.767666666666667	0.0773584729252933	0.147437622039234	0.0467765445303191	14775.9919355093	25577.0839144819	3/3	3	3	3	0.899833333333333	0.0797971386287336
10	E. coli UTI89	0.6535	0.0911331443548394	0.144341121048107	0.0609799528658242	8634.66713601389	19288.0513231622	5/5	5	5	5	0.7798	0.0907535123287248
10	E. eligens	0.908	0.0857729561108861	0.154448357666667	0.00123812269536841	7.19782571759259	0.323264854535201	3/3	3	3	3	1.01866666666667	0.0880814017448254
10	E. lenta	0		0		0		1/6	1	1	6		
10	E. limosum	0		0		0		0/3	0	0	3		
10	E. rectale	0		0		0		1/6	1	1	6		
10	E. siraeum	0		0		0		2/6	2	2	6		
10	F. nucleatum subsp. animalis	0		0		0		2/5	2	2	5		
10	F. nucleatum subsp. nucleatum	0		0		0		0(2)/5	2	0	5		
10	F. nucleatum subsp. vincentii	0		0		0		0/3	0	0	3		
10	H. parainfluenzae	0		0		0		0/3	0	0	3		
10	L. acidophilus	0		0		0		0/2	0	0	2		
10	L. delbrueckii subsp. delbrueckii	0		0		0		0/3	0	0	3		
10	L. fermentum	0.235	0.0199248588451713	0.053018916	0.0020164502173669	3.03865668981481	0.0505317404366041	3/3	3	3	3	0.349	0.0225166604983954
10	L. gasseri	0		0		0		1/3	1	1	3		
10	L. lactis	0.511833333333333	0.149301987037458	0.191467187646499	0.0321951617029926	12157.8845744444	21044.7946566037	3/3	3	3	3	0.629	0.147441513828365
10	L. paracasei	0.425166666666667	0.129441428195664	0.0794727549472577	0.0266734260997345	4931.83895229167	8533.90141015616	3/3	3	3	3	0.563	0.145557548756497
10	L. plantarum	0.603166666666667	0.0527027829752219	0.174916237456956	0.0756403204129139	9791.99194789352	16947.932777514	3/3	3	3	3	0.738333333333333	0.036115555282085
10	L. ruminis	0		0		0		0/3	0	0	3		
10	L. sakei subsp. sakei	0		0		0		0/3	0	0	3		
10	L. salivarius	0.441666666666667	0.0132035348802255	0.244969305333333	0.0225781767982209	7.62563902777778	0.391770741592545	3/3	3	3	3	0.560333333333333	0.0100166528008778
10	L. vaginalis	0.346	0.00565685424949239	0.0901757565	0.00175454617747853	1.94177243055556	0.0219045967327511	2/3	2	2	3	0.4555	0.00494974746830584
10	O. splanchnicus	0		0		0		0/3	0	0	3		
10	P. capillosus	0		0		0		0/3	0	0	3		
10	P. copri	0		0		0		0/3	0	0	3		
10	P. difficile	0		0		0		0(1)/3	1	0	3		
10	P. distasonis	0		0		0		0/3	0	0	3		
10	P. melaninogenica	0		0		0		0/5	0	0	5		
10	P. merdae	0		0		0		0/3	0	0	3		
10	R. bromii	0		0		0		1/3	1	1	3		
10	R. gnavus	0.54375	0.00613052471924985	0.0648426831945002	0.0106506822004013	3615.65095354167	7224.60288098562	4/4	4	4	4	0.65725	0.00763216876123688
10	R. hominis	0		0		0		0/3	0	0	3		
10	R. intestinalis	0		0		0		1/3	1	1	3		
10	R. torques	0		0		0		0/3	0	0	3		
10	S. flexneri	0.405166666666667	0.114009137060734	0.0749925253220417	0.0511866904770523	9592.14547085648	16605.6050235778	3/3	3	3	3	0.545333333333333	0.115335741786028
10	S. parasanguinis	0.655	0.01552417469626	0.216336513	0.0281577394396528	9.37129638888889	0.306069632364269	3/3	3	3	3	0.76	0.0229128784747792
10	S. salivarius	0.846666666666667	0.12471601073372	0.350464048960812	0.104270464611309	13830.4389799306	23935.0439010197	3/3	3	3	3	0.9745	0.124311101676399
10	S. sonnei	0.416666666666667	0.0435612595471404	0.089816575719185	0.027676849877443	9251.74344696759	16013.8604726111	3/3	3	3	3	0.553166666666667	0.0288111668165892
10	S. typhimurium ATCC14028	0.8275	0.273535646671508	0.107077926095878	0.0480895266873434	15059.0835632176	26066.7031801685	3/3	3	3	3	0.965	0.257373269785345
10	S. typhimurium LT2	0.457833333333333	0.0535778250149568	0.0708403334264009	0.0239854978797129	8270.32937423611	14313.8039486547	3/3	3	3	3	0.586	0.0345976877840124
10	V. cholerae A1552	0.3115	0.13930003589375	0.0474409345715808	0.0223453048280304	7928.79844854167	11208.6059875692	2(1)/5	3	2	5	0.432	0.121622366364086
10	V. cholerae N16961	0.375833333333333	0.244295074312466	0.0623474883627276	0.0465116846245623	6506.84676662037	11264.2515385871	3/3	3	3	3	0.4985	0.262679938327996
10	V. parvula	0		0		0		1/3	1	1	3		
10	Y. pseudotuberculosis	0		0		0		0(1)/3	1	0	3		
11	A. muciniphila	0		0		0		0/3	0	0	3		
11	A. odontolyticus	1.10125	0.431043984607913	0.144064603429955	0.0929201042044781	4.95783128472222	4.88527150144758	4(1)/6	5	4	6	1.25875	0.447381548569004
11	A. putredinis	0		0		0		0/3	0	0	3		
11	A. shahii	0		0		0		0/3	0	0	3		
11	B. adolescentis	1.434	0.0183847763108504	0.467028489903557	0.0486806512034676	25687.939125	283.902135209532	2(1)/3	3	2	3	1.564	0.0183847763108503
11	B. animalis subsp. lactis BI-07	0.393	0.383251875403109	0.1073089125	0.119478864787907	5.31099454861111	3.70223565542268	2/3	2	2	3	0.5225	0.403757972057519
11	B. animalis subsp. lactis BL-04	0		0		0		1/2	1	1	2		
11	B. caccae	0		0		0		1/3	1	1	3		
11	B. clarus	0.347	0.0353553390593274	0.0330146205	0.00826660082398204	2.84210361111111	0.175973539844335	2/3	2	2	3	0.469	0.0339411254969543
11	B. coprocola	0		0		0		0/3	0	0	3		
11	B. crossotus	0		0		0		0/3	0	0	3		
11	B. dorei	0.797666666666667	0.127410099024109	0.0630644433333333	0.0149551292528275	3.30502849537037	0.28465336481226	3/3	3	3	3	0.923333333333333	0.136621130625293
11	B. eggerthii	0		0		0		0/3	0	0	3		
11	B. fragilis	0.62875	0.159452579157566	0.0593303961739337	0.0519661185604895	3992.38739909722	5641.81599872157	2(1)/3	3	2	3	0.75025	0.172887608000111
11	B. fragilis enterotoxigenic	0.626333333333333	0.122516665533034	0.046286825857703	0.0274682582528067	2728.7076425	4721.90358233541	3(3)/6	6	3	6	0.737666666666667	0.127672758775446
11	B. fragilis HM-20	0		0		0		0(1)/3	1	0	3		
11	B. fragilis HM-709	0.576666666666667	0.0990420785996202	0.0531297213333333	0.0262360783898395	2.2202042824074	0.168902754453347	3/3	3	3	3	0.678	0.0829638475481942
11	B. fragilis HM-710	0.541333333333333	0.0647327840690738	0.0504040233333333	0.0223837848711691	2.28838349537037	0.0317208361717663	3/3	3	3	3	0.637333333333333	0.0605419964432404
11	B. fragilis HM-711	0.61		0.043574652		2.45265027777778		1(2)/3	3	1	3	0.724	
11	B. fragilis HM-712	0.587		0.033266561		2.40088520833333		1(2)/3	3	1	3	0.697	
11	B. fragilis HM-713	0.458666666666667	0.149386523265432	0.0398400483333333	0.00770218727511947	2.28905134259259	0.0713204381140013	3/3	3	3	3	0.56	0.162077142126828
11	B. fragilis HM-714	0.419		0.012571178		2.35913701388889		1(2)/3	3	1	3	0.532	
11	B. hansenii	0.561	0.0777817459305202	0.125901805875233	0.0606486930486002	3621.376693125	5109.53777138481	2(1)/3	3	2	3	0.6855	0.103944696834423
11	B. longum subsp. infantis	1.029	0.0721248916810277	0.0997396205	0.0155088987855525	6.85172121527778	0.277543781928468	2/3	2	2	3	1.133	0.0721248916810278
11	B. longum subsp. longum	0		0		0		0/3	0	0	3		
11	B. obeum	0		0		0		0/3	0	0	3		
11	B. ovatus	0.367		0.027762289		1.79196861111111		1(1)/3	2	1	3	0.472	
11	B. stercoris	0.597		0.027765232		1.93499986111111		1(2)/3	3	1	3	0.701	
11	B. thetaiotaomicron	0.695		0.0180588879557122		9540.42575		1(2)/3	3	1	3	0.808	
11	B. uniformis	0		0		0		0(1)/3	1	0	3		
11	B. uniformis HM-715	0		0		0		0/3	0	0	3		
11	B. uniformis HM-716	0		0		0		0/3	0	0	3		
11	B. vulgatus	0.577	0.0340440890610984	0.0536603648006437	0.0129126727455735	5968.23798905093	10330.401801999	3/3	3	3	3	0.708666666666667	0.0361155552820849
11	B. vulgatus HM-720	0.788		0.044686584		2.10428652777778		1(2)/3	3	1	3	0.891	
11	B. wadsworthia	0		0		0		0/3	0	0	3		
11	B. xylanisolvens	1.423		0.185744131		2.41648451388889		1(2)/3	3	1	3	1.541	
11	C. aerofaciens	0.526	0.168291413922398	0.0360677535	0.0266950876476181	2.96488854166667	0.981221340749447	2(1)/3	3	2	3	0.6315	0.171826947828331
11	C. bolteae	0		0		0		0/3	0	0	3		
11	C. catus	0		0		0		0/2	0	0	2		
11	C. comes	0.3245	0.232108272149012	0.082643441	0.0601374803002732	5.29530986111111	2.33586570340096	3/5	3	3	5	0.444833333333333	0.225464150882869
11	C. leptum	0		0		0		0/3	0	0	3		
11	C. perfringens C36	0		0		0		0/3	0	0	3		
11	C. perfringens S107	0.7065	0.142128463018496	0.12195220701223	0.0151633547761746	6645.96113246528	9393.38236353642	2/3	2	2	3	0.8295	0.126572113832392
11	C. ramosum	0.943	0.244270342039307	0.248245694637648	0.110625432459474	8261.49380618056	14296.5447937927	3/3	3	3	3	1.06533333333333	0.235763299377434
11	C. saccharolyticum	0.7568	0.159802065068008	0.0825473734082336	0.0263647306884257	1505.38608901389	3357.305066778	5/5	5	5	5	0.8792	0.148705077250241
11	D. formicigenerans	1.02833333333333	0.0204042479237372	0.190885981666667	0.0597776601889374	8.52361196759259	0.469658029270742	3/3	3	3	3	1.13733333333333	0.0254230866208911
11	D. piger	0		0		0		0/3	0	0	3		
11	E. coli CFT073	0.4055	0.040270957276926	0.0701385583147896	0.014231584499908	7494.64900956018	12970.1232200769	3/3	3	3	3	0.530166666666667	0.0579662257985918
11	E. coli E2348/69	0.5535	0.0045	0.125681319994947	0.0117291308564889	9673.00930444445	16741.3121905279	3/3	3	3	3	0.6775	0.011651180197731
11	E. coli ED1a	0.746666666666667	0.0589286291486009	0.165327177767412	0.0265402733162893	13521.7145025694	23404.6281739069	3/3	3	3	3	0.869666666666667	0.0528827319011919
11	E. coli H10407	0.5875	0.0370101337473941	0.155693795780184	0.01919811581138	10479.242833588	18136.603154252	3/3	3	3	3	0.713833333333333	0.0450064810147753
11	E. coli HM605	0.642	0.0610675855098267	0.193913915619942	0.0489045523823009	12132.132422037	20998.9566753658	3/3	3	3	3	0.767666666666667	0.0497753285607773
11	E. coli IAI1	0.636083333333333	0.0606734771818241	0.172970227201733	0.0434925548985308	13103.8781867593	22681.7206671719	3/3	3	3	3	0.76075	0.0573906569051096
11	E. coli UTI89	0.674	0.0817526757971872	0.206434517748972	0.0856558766517364	8351.44572154167	18653.2473882086	5/5	5	5	5	0.7932	0.0704393356016367
11	E. eligens	0.917666666666667	0.0932541330630087	0.158308673333333	0.0140148388142374	6.96077319444444	0.445293463382483	3/3	3	3	3	1.02433333333333	0.0920995837847997
11	E. lenta	0		0		0		1/6	1	1	6		
11	E. limosum	0.9		0.068631108		3.16278243055556		1(2)/3	3	1	3	1	
11	E. rectale	0		0		0		1/6	1	1	6		
11	E. siraeum	0		0		0		3/6	3	3	6		
11	F. nucleatum subsp. animalis	0		0		0		1/5	1	1	5		
11	F. nucleatum subsp. nucleatum	0		0		0		0/5	0	0	5		
11	F. nucleatum subsp. vincentii	0		0		0		0/3	0	0	3		
11	H. parainfluenzae	0		0		0		0/3	0	0	3		
11	L. acidophilus	0		0		0		0/2	0	0	2		
11	L. delbrueckii subsp. delbrueckii	0		0		0		0/3	0	0	3		
11	L. fermentum	0		0		0		0/3	0	0	3		
11	L. gasseri	0		0		0		1/3	1	1	3		
11	L. lactis	0.521833333333333	0.127204887222674	0.129697960149814	0.0862829090443349	11342.783636713	19636.2685555929	3/3	3	3	3	0.6375	0.130913139141952
11	L. paracasei	0		0		0		0/3	0	0	3		
11	L. plantarum	0.6245	0.0775096768152209	0.077085961712013	0.0434854565922151	9791.17238081019	16952.1990504121	3/3	3	3	3	0.752	0.0749599893276406
11	L. ruminis	0		0		0		0/3	0	0	3		
11	L. sakei subsp. sakei	0		0		0		0/3	0	0	3		
11	L. salivarius	0		0		0		0/3	0	0	3		
11	L. vaginalis	0		0		0		0/3	0	0	3		
11	O. splanchnicus	0		0		0		0/3	0	0	3		
11	P. capillosus	0		0		0		0/3	0	0	3		
11	P. copri	0		0		0		0/3	0	0	3		
11	P. difficile	0.3145	0.119850949099287	0.0656092302894201	0.0148850160582066	5941.24788335648	10283.9402703583	3/3	3	3	3	0.433333333333333	0.114241338110744
11	P. distasonis	0.717		0.036321658		2.14127736111111		1(2)/3	3	1	3	0.827	
11	P. melaninogenica	0		0		0		0/5	0	0	5		
11	P. merdae	0.398		0.020788476		2.17682666666667		1(2)/3	3	1	3	0.503	
11	R. bromii	0		0		0		0/3	0	0	3		
11	R. gnavus	0.68	0.0546717477313466	0.177586368657289	0.022248967792828	4467.93309048611	7734.56308601768	3/4	3	3	4	0.790333333333333	0.0543537793840808
11	R. hominis	0		0		0		0/3	0	0	3		
11	R. intestinalis	0.271	0.0955196314900764	0.0224758818238235	0.0121158193718222	2733.65883342593	4730.3921970403	3/3	3	3	3	0.368	0.0925796953980731
11	R. torques	0		0		0		0/3	0	0	3		
11	S. flexneri	0.557	0.153924494477	0.129562255591293	0.0820375230614412	11167.0488634722	19331.7930885686	3/3	3	3	3	0.685166666666667	0.14970331770984
11	S. parasanguinis	0.34	0.0559732078766261	0.0493383223333333	0.00574097807854327	5.03687594907407	1.02364525292078	3/3	3	3	3	0.439666666666667	0.0551482849536895
11	S. salivarius	0.819833333333333	0.0858812164174061	0.269834332369367	0.0396319798052524	13946.9661745602	24137.3401387045	3/3	3	3	3	0.9495	0.092177817288109
11	S. sonnei	0.464666666666667	0.0431315816233689	0.0993765576818533	0.0224377016351225	9725.81436581019	16834.3570378007	3/3	3	3	3	0.590166666666667	0.0300347021515668
11	S. typhimurium ATCC14028	0.898	0.262543329757204	0.174617720809662	0.0437335896961467	15999.2776996528	27694.4172862627	3/3	3	3	3	1.01933333333333	0.257115408587921
11	S. typhimurium LT2	0.590833333333333	0.0242091580467668	0.0906172785258269	0.00853803884197546	9984.60114340278	17281.1289115809	3/3	3	3	3	0.711	0.037111319028027
11	V. cholerae A1552	0.2626	0.0910510845624587	0.0291516644872926	0.0128953596123876	3263.70414268056	7291.53948569261	5/5	5	5	5	0.3716	0.0933986081266739
11	V. cholerae N16961	0.319833333333333	0.0822562054396708	0.0418761254191223	0.0315814393597959	6694.8771625463	11591.1237550646	3/3	3	3	3	0.4395	0.0948696474115931
11	V. parvula	0		0		0		0/3	0	0	3		
11	Y. pseudotuberculosis	0		0		0		0(1)/3	1	0	3		
13	A. muciniphila	0		0		0		0/3	0	0	3		
13	A. odontolyticus	0		0		0		0/6	0	0	6		
13	A. putredinis	0		0		0		0/3	0	0	3		
13	A. shahii	0		0		0		0/3	0	0	3		
13	B. adolescentis	0		0		0		0/3	0	0	3		
13	B. animalis subsp. lactis BI-07	0		0		0		1/3	1	1	3		
13	B. animalis subsp. lactis BL-04	0		0		0		1/2	1	1	2		
13	B. caccae	0.305333333333333	0.00950438495292215	0.0310714573333333	0.00165825026167836	4.47414918981481	0.289307896147297	3/3	3	3	3	0.405333333333333	0.0141891977691952
13	B. clarus	0.359	0.0208806130178211	0.0287204556666667	0.00552954253948456	2.56364539351852	0.0788517865690515	3/3	3	3	3	0.461666666666667	0.0213853532431272
13	B. coprocola	0		0		0		0/3	0	0	3		
13	B. crossotus	0		0		0		0/3	0	0	3		
13	B. dorei	0		0		0		0/3	0	0	3		
13	B. eggerthii	0		0		0		0/3	0	0	3		
