nid	Name	TrA0_Amuciniphila	TrA0_Aodontolyticus	TrA0_Aputredinis	TrA0_Badolescentis	TrA0_Bcrossotus	TrA0_Bfragilis	TrA0_Bhansenii	TrA0_Binfantis	TrA0_BlactisBI07	TrA0_Blongum	TrA0_Bthetaiotaomicron	TrA0_Buniformis	TrA0_Bvulgatus	TrA0_Cbolteae	TrA0_Ccomes	TrA0_Cramosum	TrA0_Csaccharolyticum	TrA0_EcoliIAI1	TrA0_Elenta	TrA0_Erectale	TrA0_Esiraeum	TrA0_Fnucleatum	TrA0_InoculationMix1	TrA0_InoculationMix2	TrA0_InoculationMix3	TrA0_Lgasseri	TrA0_Llactis	TrA0_Lparacasei	TrA0_Mix1	TrA0_Mix10	TrA0_Mix11	TrA0_Mix12	TrA0_Mix13	TrA0_Mix14	TrA0_Mix15	TrA0_Mix16	TrA0_Mix17	TrA0_Mix18	TrA0_Mix19	TrA0_Mix2	TrA0_Mix20	TrA0_Mix21	TrA0_Mix22	TrA0_Mix23	TrA0_Mix24	TrA0_Mix25	TrA0_Mix3	TrA0_Mix4	TrA0_Mix5	TrA0_Mix6	TrA0_Mix7	TrA0_Mix8	TrA0_Mix9	TrA0_Pcapillosus	TrA0_Pcopri	TrA0_Pmelaninogenica	TrA0_Rbromii	TrA0_Rgnavus	TrA0_Rintestinalis	TrA0_Ssalivarius	TrA0_T149Med31	TrA0_T149Med32	TrA0_T149Med33	TrA0_T149Med81	TrA0_T149Med82	TrA0_T149Med83	TrA0_T269Med31	TrA0_T269Med32	TrA0_T269Med33	TrA0_T269Med81	TrA0_T269Med82	TrA0_T269Med83	TrA0_T389Med31	TrA0_T389Med32	TrA0_T389Med33	TrA0_T389Med81	TrA0_T389Med82	TrA0_T389Med83	TrA0_T4109Med31	TrA0_T4109Med32	TrA0_T4109Med33	TrA0_T4109Med81	TrA0_T4109Med82	TrA0_T4109Med83	TrA0_T5129Med31	TrA0_T5129Med32	TrA0_T5129Med33	TrA0_T5129Med81	TrA0_T5129Med82	TrA0_T5129Med83	TrA0_T6149Med31	TrA0_T6149Med32	TrA0_T6149Med33	TrA0_T6149Med81	TrA0_T6149Med82	TrA0_T6149Med83	TrA0_T7169Med31	TrA0_T7169Med32	TrA0_T7169Med33	TrA0_T7169Med81	TrA0_T7169Med82	TrA0_T7169Med83	TrA0_T8189Med31	TrA0_T8189Med32	TrA0_T8189Med33	TrA0_T8189Med81	TrA0_T8189Med83	TrA0_T9209Med31	TrA0_T9209Med32	TrA0_T9209Med33	TrA0_T9209Med81	TrA0_T9209Med82	TrA0_T9209Med83
NT5026	 s__[Clostridium] bolteae	0	0	0	0.000395100750691426	0	0	0	0	0	0	0	0	0	0.999882495789432	0.000316155548529877	0	0	0	0	0	0	0	0.0354230126756412	0.0339060997533342	0.038926570333235	0	0	0	0	0.00685654008438819	0.0854792386701066	0	0.0230953662474923	0.0144895476164141	0	0	0	0	0	0	0.0136608432943649	0.00929396349453027	0.0291861387884666	0.0379570747217806	0.865829042224511	0	0	0.0108324502531497	0.137619389955839	0	0	0	0	0	0	0	0	0	0	0	0.052827470284548	0.0926829268292683	0.0565552699228792	0.117604657610202	0.153778080326753	0.12390092879257	0.00788562163755619	0.00842880523731588	0.0102647657841141	0.0522445081184336	0.0495545363487796	0.0579790785666593	0.000963020030816641	0	0	0.0402490354261663	0.0234662461515356	0.0322043886712656	0	0.000269070361899637	0	0.0438494846618284	0.0495964375173949	0.0492945678871309	0	0	0	0.0556377626516721	0.0462918622098777	0.0735780599722548	0.00254496097726502	0	0	0.0524924471299094	0.0694862690457998	0.0321951592551524	0.00347983962478251	0.0025169704828007	0	0.0352410487736115	0.0514346764346764	0.0611244765214292	0	0	0.00253183409040137	0.0474600870827286	0.0486556675832569	0.00169954924998153	0	0.00384232247047104	0.0530441493034402	0.0524234435205841	0.0518241270102414
NT5037	 s__[Clostridium] saccharolyticum	0	0	0	0.000526801000921902	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.007713471553503	0.00677285839709018	0.00737245650250664	0	0	0	0	0.00131856540084388	0.0228301611254442	0.0239428189148269	0.0046973626266086	0	0	0	0.00223067838866291	0.535703464296536	0.007928531546622	0	0.00551687902272429	0.000487552183319621	0	0.0325914149443561	0	0	0	0	0.0329156824483927	0	0	0	0	0	0	0	0	0	0	0	0.00144074918957858	0.00143472022955524	0.00141388174807198	0.00249514832270585	0.00374404356705242	0.00309597523219814	0.00235831675141867	0.00253682487725041	0.00162932790224033	0.00248328557784145	0.00195055089883494	0.00272646338749165	0.00394838212634823	0.00359396914446003	0.00306037280905128	0.00210452472816556	0.00176466171059548	0.00155995424134225	0.00248538993752939	0.00336337952374546	0.00335594951484643	0.0021345368055132	0.00267186195379905	0.00245616039298566	0.00355745286374956	0.00315163670224196	0.00272969374167776	0.00197297030679688	0.00284136257702008	0.00277451712730765	0.00517475398710553	0.00424939556011429	0.00446673458192932	0.00212424471299094	0.00229223785338667	0.00137651512254808	0.00385808306225887	0.00427122263747998	0.00352733686067019	0.00180434169720891	0.00203500203500203	0.00169295197362559	0.00350709389446836	0.00417398945518453	0.00335095688435475	0.001548137397194	0.00164222425908952	0.00325131160866031	0.00288709922504179	0.00419809306958873	0.00186832378863572	0.00167308862299736	0.00172747090034138
NT5048	 s__Coprococcus comes	0	0	0	0	0	0	0	0	0.00325960419091967	0	0	0	0	0	0.999655103037967	0	0	0	0.000944733112895607	0	0	0	0.0681929841800138	0.0730799782599607	0.0753675696170535	0	0	0	0	0	0.00365087864479385	0.112003098482448	0.0260801487498165	0.0370534232938834	0	0	0	0	0.0954494695700726	0	0	0.00466221775299388	0.320165770214267	0	0	0	0.000425587638315982	0	0	0.0405454545454545	0.331322589358062	0	0	0	0	0	0	0	0	0	0.00996518189458518	0.0118220946915352	0.0116323907455013	0.0253950651510951	0.0381892443839347	0.0379566563467492	0.036775001842435	0.0327332242225859	0.0440733197556008	0.0516714422158548	0.047129527123201	0.0556421099488093	0.0293721109399076	0.0284011220196353	0.0314383752202541	0.0670817257102771	0.0241796200345423	0.0414254515200887	0.0538053335124605	0.0487017355038343	0.0459619172685489	0.0381777154357504	0.0285555246312274	0.0295881647341064	0.0379935965848453	0.0520020055869923	0.0298934753661784	0.063924237940219	0.0123232129744916	0.0529292498132537	0.0408890397013912	0.0531907099421203	0.0523469947496278	0.101208459214502	0.0462043237898333	0.0508163499407334	0.0549209471215674	0.0556021661200519	0.0371075837742504	0.0762334367070764	0.106735856735857	0.0758709792390626	0.0363462458153993	0.0446690099589924	0.0378285799389381	0.0620222544750847	0.0546516956920257	0.0418236902386758	0.0395836499012308	0.0579906076561833	0.0599894399090208	0.0389373352261205	0.0671657138156542
NT5024	 s__Eggerthella lenta	0.000223430401429955	0	0	0.000921901751613328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300708549834672	0	0	0	0.000687825488847401	0.00100338642919855	0.000758309811686397	0	0.000265322366675511	0	0	0.0234045358649789	0.0194226743903033	0.00070420055631844	0.00205509614914126	0	0	0	0.253641254428553	0	0.00214963707426019	0	0.00748719295941153	0.00057896821769205	0	0	0.00214212152420185	0.0026351849899863	0.000949387808551038	0.0495702343106087	0	0	0	0	0	0	0	0	0	0	0	0	0.00480249729859527	0.00550932568149211	0.00546272493573265	0.00604380371499861	0.00517358747447243	0.00637770897832817	0.00633797626943769	0.00785597381342062	0.00822810590631365	0.00405921680993314	0.00390110179766988	0.00283774760738927	0.00674114021571649	0.011132538569425	0.0104794584067514	0.00368291827428972	0.00390478335961553	0.0030505771830693	0.00873245113186001	0.00935019507601238	0.00941124972641716	0.00469598097212905	0.00645699972168105	0.00628320100531216	0.00889363215937389	0.00823723228995058	0.00992010652463382	0.0029101312025254	0.00513999297640711	0.00346814640913456	0.0119613165931456	0.0128947175617261	0.0138703863333595	0.00401246223564955	0.00512382578992314	0.00317363208809697	0.0105908162493381	0.0112882312561971	0.00973544973544974	0.0062588102621934	0.00524013024013024	0.00654905105586742	0.0198469631755141	0.0124487404803749	0.0111698562811825	0.006192549588776	0.00454476015887565	0.016552131825907	0.0139796383528339	0.0118827380105308	0.0060517444457983	0.00542486311093085	0.0056759758154074
NT5077	 s__Escherichia coli IAI1	7.44768004766515e-05	0	0.00018348623853211	0.0180429342815751	0	0	0	0	0.000232828870779977	0	0	0	0	0	0	0	0	0.996877567789647	0.000188946622579121	0	0	0	0.0140021617372507	0.0182281867971069	0.0192105152293887	0	0	0	0.132896890343699	0.0261075949367089	0.0232195881808889	0.000915460723213971	0.014630327347458	0.395973896692844	0	0.00189064895247828	0	0	0.000753768844221105	0	0.00459739918560357	0.00155407258433129	0.245745525085971	0	0	0	0.00150592548942578	0.0604026845637584	0	0.00809090909090909	0.0829206806518412	0.0521032108188833	0.000712109823159394	0	0	0.391771682727947	4.5458678061642e-05	8.79378572475451e-05	0	4.40674231574309e-05	0.14731660463441	0.148809182209469	0.136632390745501	0.141946215691711	0.145473110959837	0.148978328173375	0.175326110988282	0.193207855973813	0.218329938900204	0.0896848137535817	0.101112341188255	0.0903071444469174	0.211479198767334	0.21835553997195	0.211351200964481	0.0915468256752017	0.0584591124127056	0.0540784136998648	0.146100624706119	0.155859007130365	0.158605092288612	0.0798926632920656	0.0844976342888951	0.0816244930599189	0.154251156172181	0.140534345677244	0.149667110519308	0.0653053171549768	0.0500271366088817	0.063867250026678	0.18383101459111	0.158399882775295	0.182117388919364	0.0640577794561934	0.0698907816081622	0.0430160975796276	0.164611543989712	0.164975974372664	0.147301587301587	0.0603890611784607	0.0557590557590558	0.0542635658914729	0.173760561135023	0.158538371411834	0.143942214610172	0.0610062893081761	0.0479300336083104	0.121702504987808	0.113280656435192	0.123025473174897	0.0482921083627797	0.0506996552423443	0.0483691852095587
NT5040	 s__[Eubacterium] siraeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999663865546218	0	0.0153286823228849	0.0182699945649902	0.0186628470320597	0	0	0	0	0	0.00121695954826462	0.0305975141720362	0.00875862406419729	0	0	0	0.000524865503214801	0.131501868498132	0.00817978782802903	0	0.015762511493498	0.000487552183319621	0	0	0.00238928939237899	0.641404026562665	0	0	0.00287562904385334	0.0834545454545454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5025	 s__Fusobacterium nucleatum subsp. nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0553699518522158	0.0507128224424098	0.0544719214728062	0	0	0	0	0.00316455696202532	0.0849437764688702	0.00154924122390057	0.0386064490874394	0	0	0	0.205616060884398	0	0.00122836404243439	0	0.00499146197294102	0.00149312856141634	0.0151662110924963	0.914745627980922	0	0.00231896279118794	6.54750212793819e-05	0.00624043329801013	0.109787408852829	9.09090909090909e-05	0	0	0	0	0	0	0	0	0	0	0.00480249729859527	0.00522238163558106	0.00424164524421594	0.00914887718325478	0.00993873383253914	0.00934984520123839	0.00162134276660034	0.00147299509001637	0.00146639511201629	0.00248328557784145	0.00311033791976383	0.00333852659692856	0	0.000350631136044881	0.000463692849856255	0.00245527884952648	0.00075091987684914	0.0012132977432662	0	0	0	0.00146368238092334	0.00155858613971611	0.00211344033815045	0	0	0	0.000887836638058597	0.000319254222137088	0	0	0	0	0	0.00035956672209987	0.000229419187091347	0	0	0	0.000394699746264449	0	0	0	0	0	0.0003870343492985	0	0	0	0	0	0	0.000123390778595813
NT5007	 s__Lactobacillus gasseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175592625109745	0.00210641614357332	1	0	0	0.00180032733224223	0	0.0012656379301952	0.000880250695398049	0.00484415520869012	0.00685764849021126	0.0215188937365969	0	0	0	0.000279173646007817	0.0201394268009295	0.0981216340470248	0.000609440229149526	0	0	0	0	0.0010803378511098	0	0	0.000181818181818182	0.000900333123255605	0.0311955529743632	0.0241721723305772	0	0	0	0	0	0	0	0.000120062432464882	0	0	0	0.000204220558202859	0.000185758513931889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YK0001	 s__Lactococcus lactis	0	0	0	0	0	0	9.85448214696318e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997744759883258	0	0.250409165302782	0	0.000730175728958769	0.000774620611950283	0.0250526006752459	0.165357814401062	0.00177475412260593	0	0	0	0	0.000387296669248644	0	0.00152360057287382	0.00176351291773212	0.014308426073132	0	0	0.000261900085117528	0	0.000359453630481668	0.0159090909090909	0.171693526604844	0.0837135982742886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5019	 s__Prevotella copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028348236218925	0.0269242025168276	0.026456586763281	0	0	0	0	0.0969145569620253	0.00983303314997809	0.00457730361606986	0.0320986446151588	0	0	0	0	0	0.00351758793969849	0.0133617350890782	0.0154998029686063	0	0.0169297240102284	0	0	0	0.1249590781117	0	0	0	0	0	0.0699054476401472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5020	 s__Prevotella melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314434509187383	0.00326100589489527	0.00307536756961705	0	0	0	0	0.0230748945147679	0.0208343474662902	0.000739410584134361	0.00773107598962666	0	0	0.00194174757281553	0	0	0.000949190396426577	0	0.00380927361092867	0.000609440229149526	0.302089762807513	0	0	0	0.000916650297911347	0.0545154833392205	0	0	0	0	0.000712109823159394	0	0	0.608104768964665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
